#,Result,Protocol,Host,URL,Body,Caching,Content-Type,Process,Comments,Custom,Privacy Info
79,200,HTTPS,www.googleapis.com,/chromewebstore/v1.1/items/verify,617,private,application/json; charset=UTF-8,chrome:1880,,,
80,200,HTTPS,accounts.google.com,/ListAccounts?gpsia=1&source=ChromiumBrowser&json=standard,219,"no-cache, no-store, max-age=0, must-revalidate; Expires: Mon, 01 Jan 1990 00:00:00 GMT",application/json; charset=utf-8,chrome:1880,,,
82,200,HTTPS,www.googleapis.com,/chromewebstore/v1.1/items/verify,476,private,application/json; charset=UTF-8,chrome:1880,,,
85,200,HTTPS,www.target.com,/,"66,759","max-age=0, no-cache, no-store",text/html; charset=utf-8,chrome:1880,,,Sets cookies without P3P
94,200,HTTPS,target.scene7.com,/is/image/Target/NewHome_1wk1_SB1_BedBath-201228-1609188254511?wid=382&qlt=80&fmt=webp,"22,536","Expires: Thu, 07 Jan 2021 03:11:40 GMT",image/webp,chrome:1880,,,
93,200,HTTPS,target.scene7.com,/is/image/Target/HomeRefresh_1wk1_SH_T-201230-1609359381079?wid=1785&qlt=80&fmt=webp,"65,146","Expires: Thu, 07 Jan 2021 03:11:40 GMT",image/webp,chrome:1880,,,
96,200,HTTPS,target.scene7.com,/is/image/Target/NewHome_1wk1_SB4_Organization-201230-1609344974461?wid=382&qlt=80&fmt=webp,"16,758","Expires: Thu, 07 Jan 2021 03:10:50 GMT",image/webp,chrome:1880,,,
95,200,HTTPS,target.scene7.com,/is/image/Target/NewHome_1wk1_SB1_New-201218-1608322873186?wid=382&qlt=80&fmt=webp,"30,054","Expires: Thu, 07 Jan 2021 03:10:14 GMT",image/webp,chrome:1880,,,
97,200,HTTPS,target.scene7.com,/is/image/Target/NewHome_1wk1_SB2_HealthyEating-201216-1608139093528?wid=382&qlt=80&fmt=webp,"24,540","Expires: Thu, 07 Jan 2021 03:11:05 GMT",image/webp,chrome:1880,,,
99,200,HTTPS,assets.targetimg1.com,/ui/manifest.json?v1,283,"max-age=0, no-cache, no-store; Expires: Wed, 22 Jan 2020 23:36:23 GMT",application/json,chrome:1880,,,
103,200,HTTPS,assets.targetimg1.com,/static/images/favicon.ico,"4,655",max-age=31536000,image/x-icon,chrome:1880,,,
104,200,HTTPS,assets.targetimg1.com,/ui/opensearchdescription.xml,339,"max-age=31536000; Expires: Thu, 15 Oct 2020 10:15:11 GMT",application/xml,chrome:1880,,,
106,403,HTTPS,www.quizlet.com,/,"55,202","private, max-age=0, no-store, no-cache, must-revalidate, post-check=0, pre-check=0; Expires: Thu, 01 Jan 1970 00:00:01 GMT",text/html; charset=UTF-8,chrome:1880,,,Sets cookies without P3P
