#,Result,Protocol,Host,URL,Body,Caching,Content-Type,Process,Comments,Custom,Privacy Info
13,200,HTTPS,accounts.google.com,/ListAccounts?gpsia=1&source=ChromiumBrowser&json=standard,239,"no-cache, no-store, max-age=0, must-revalidate; Expires: Mon, 01 Jan 1990 00:00:00 GMT",application/json; charset=utf-8,chrome:16940,,,
14,200,HTTPS,www.googleapis.com,/chromewebstore/v1.1/items/verify,491,private,application/json; charset=UTF-8,chrome:16940,,,
17,200,HTTPS,www.googleapis.com,/chromewebstore/v1.1/items/verify,528,private,application/json; charset=UTF-8,chrome:16940,,,
18,200,HTTPS,publicsuffix.org,/list/effective_tld_names.dat,"74,860",,text/plain; charset=UTF-8,chrome:16940,,,
21,200,HTTPS,services.disconnect.me,/disconnect-plaintext.json?build=78&first_update=true&updated_this_week=false&updated_this_month=false,"112,840",,application/json; charset=utf-8,chrome:16940,,,
23,304,HTTPS,services.disconnect.me,/disconnect-plaintext.json?build=78&first_update=true&updated_this_week=false&updated_this_month=false,0,,,chrome:16940,,,
24,302,HTTPS,disconnect.me,/mobileupgrade,86,,text/html; charset=utf-8,chrome:16940,,,
25,200,HTTPS,disconnect.me,/welcome-honor-system,"5,252",,text/html; charset=utf-8,chrome:16940,,,
32,200,HTTPS,disconnect.me,/vendor/fontawesome/css/font-awesome.min.css,"27,466","public, max-age=0",text/css; charset=UTF-8,chrome:16940,,,
33,200,HTTPS,disconnect.me,/stylesheets/avenir.css,"2,835","public, max-age=0",text/css; charset=UTF-8,chrome:16940,,,
34,200,HTTPS,disconnect.me,/react-apps/honor-system/css/main.85964c52.chunk.css,"7,420","public, max-age=0",text/css; charset=UTF-8,chrome:16940,,,
35,200,HTTPS,disconnect.me,/react-apps/honor-system/js/main.be239c5a.chunk.js,"15,132","public, max-age=0",application/javascript; charset=UTF-8,chrome:16940,,,
36,200,HTTPS,disconnect.me,/react-apps/honor-system/js/1.bb3c2a0b.chunk.js,"418,770","public, max-age=0",application/javascript; charset=UTF-8,chrome:16940,,,
37,200,HTTPS,js.stripe.com,/v3/,"50,748","public, max-age=300",application/javascript; charset=utf-8,chrome:16940,,,
43,200,HTTPS,js.stripe.com,/v3/controller-c801f3ffefcc95f5c5854d1e37cc6c5c.html,417,"public, max-age=300",text/html; charset=utf-8,chrome:16940,,,
44,200,HTTPS,js.stripe.com,/v3/elements-inner-card-1b6393825f2aed9a9722819a5fe3d854.html,"1,342","public, max-age=300",text/html; charset=utf-8,chrome:16940,,,
45,200,HTTPS,js.stripe.com,/v3/m-outer-59cdd15d8db95826a41100f00b589171.html,186,"public, max-age=300",text/html; charset=utf-8,chrome:16940,,,
54,200,HTTPS,js.stripe.com,/v3/fingerprinted/css/ui-shared-e31ef24007cb056b0217ce046569d9d0.css,"2,695","public, max-age=300",text/css,chrome:16940,,,
55,200,HTTPS,js.stripe.com,/v3/fingerprinted/js/m-outer-fe96732da72c6a6f4c4db1ff14c37915.js,699,"public, max-age=300",application/javascript; charset=utf-8,chrome:16940,,,
56,200,HTTPS,js.stripe.com,/v3/fingerprinted/js/shared-2c12644194b6a013785bb748c49afa9d.js,"34,086","public, max-age=300",application/javascript; charset=utf-8,chrome:16940,,,
57,200,HTTPS,js.stripe.com,/v3/fingerprinted/js/controller-0434c1455fd09c23b13ef89d3bb29f1e.js,"17,917","public, max-age=300",application/javascript; charset=utf-8,chrome:16940,,,
58,200,HTTPS,js.stripe.com,/v3/fingerprinted/js/ui-shared-3beec372edd25bc00ed48f779f6f7603.js,"65,069","public, max-age=300",application/javascript; charset=utf-8,chrome:16940,,,
59,200,HTTPS,js.stripe.com,/v3/fingerprinted/js/elements-inner-card-5ff39901dc42bb4a822da89aa543e3d2.js,"13,875","public, max-age=300",application/javascript; charset=utf-8,chrome:16940,,,
60,200,HTTPS,disconnect.me,/fonts/avenir/1e9892c0-6927-4412-9874-1b82801ba47a.woff,"50,829","public, max-age=0",application/font-woff,chrome:16940,,,
61,200,HTTPS,disconnect.me,/fonts/avenir/f26faddb-86cc-4477-a253-1e1287684336.woff,"44,261","public, max-age=0",application/font-woff,chrome:16940,,,
63,200,HTTPS,s3.amazonaws.com,/images.disconnect.me/images/v5/disconnect-logo-dot-green.svg,"2,457",,image/svg+xml,chrome:16940,,,
70,200,HTTPS,m.stripe.network,/inner.html,"12,226","public, max-age=300",text/html; charset=utf-8,chrome:16940,,,
71,200,HTTPS,q.stripe.com,/?event=elements.controller.load&event_count=1&timestamp=1609949700228&version=1fa402ea&key=pk_J3AuWyw29oLWCSzF4QQ7hPt5nvO6o&referrer=https%3A%2F%2Fdisconnect.me%2Fwelcome-honor-system&stripe_js_id=5fe2f27d-1fa3-436b-993a-bd464f76cb04&controller_load_time=1609949700228&wrapper=unknown&es_module=false&flag_cl=false&flag_clc=false&flag_cm=false&flag_pc=false&frame_width=1920,43,"no-cache, no-store, private, must-revalidate, max-age=0, max-stale=0, post-check=0, pre-check=0; Expires: 0",image/gif,chrome:16940,,,
72,200,HTTPS,q.stripe.com,/?event=elements.fetch_locale&event_count=2&timestamp=1609949700518&version=1fa402ea&key=pk_J3AuWyw29oLWCSzF4QQ7hPt5nvO6o&referrer=https%3A%2F%2Fdisconnect.me%2Fwelcome-honor-system&stripe_js_id=5fe2f27d-1fa3-436b-993a-bd464f76cb04&controller_load_time=1609949700228&wrapper=unknown&es_module=false&flag_cl=false&flag_clc=false&flag_cm=false&flag_pc=false&frame_width=1920,43,"no-cache, no-store, private, must-revalidate, max-age=0, max-stale=0, post-check=0, pre-check=0; Expires: 0",image/gif,chrome:16940,,,
73,200,HTTPS,q.stripe.com,/?event=elements.register_wrapper.update&event_count=3&timestamp=1609949700521&version=1fa402ea&key=pk_J3AuWyw29oLWCSzF4QQ7hPt5nvO6o&referrer=https%3A%2F%2Fdisconnect.me%2Fwelcome-honor-system&stripe_js_id=5fe2f27d-1fa3-436b-993a-bd464f76cb04&controller_load_time=1609949700228&wrapper=react-stripe-elements&es_module=false&flag_cl=false&flag_clc=false&flag_cm=false&flag_pc=false&frame_width=1920,43,"no-cache, no-store, private, must-revalidate, max-age=0, max-stale=0, post-check=0, pre-check=0; Expires: 0",image/gif,chrome:16940,,,
74,200,HTTPS,q.stripe.com,/?event=elements.elements&event_count=4&timestamp=1609949700524&version=1fa402ea&key=pk_J3AuWyw29oLWCSzF4QQ7hPt5nvO6o&referrer=https%3A%2F%2Fdisconnect.me%2Fwelcome-honor-system&stripe_js_id=5fe2f27d-1fa3-436b-993a-bd464f76cb04&controller_load_time=1609949700228&wrapper=react-stripe-elements&es_module=false&flag_cl=false&flag_clc=false&flag_cm=false&flag_pc=false&frame_width=1920&options-betas=,43,"no-cache, no-store, private, must-revalidate, max-age=0, max-stale=0, post-check=0, pre-check=0; Expires: 0",image/gif,chrome:16940,,,
75,200,HTTPS,q.stripe.com,/?event=elements.fetch_locale&event_count=5&timestamp=1609949700527&version=1fa402ea&key=pk_J3AuWyw29oLWCSzF4QQ7hPt5nvO6o&referrer=https%3A%2F%2Fdisconnect.me%2Fwelcome-honor-system&stripe_js_id=5fe2f27d-1fa3-436b-993a-bd464f76cb04&controller_load_time=1609949700228&wrapper=react-stripe-elements&es_module=false&flag_cl=false&flag_clc=false&flag_cm=false&flag_pc=false&frame_width=1920,43,"no-cache, no-store, private, must-revalidate, max-age=0, max-stale=0, post-check=0, pre-check=0; Expires: 0",image/gif,chrome:16940,,,
76,200,HTTPS,q.stripe.com,/?event=elements.create&event_count=6&timestamp=1609949700536&version=1fa402ea&key=pk_J3AuWyw29oLWCSzF4QQ7hPt5nvO6o&referrer=https%3A%2F%2Fdisconnect.me%2Fwelcome-honor-system&stripe_js_id=5fe2f27d-1fa3-436b-993a-bd464f76cb04&controller_load_time=1609949700228&wrapper=react-stripe-elements&es_module=false&flag_cl=false&flag_clc=false&flag_cm=false&flag_pc=false&frame_width=1920&options-betas=&options-componentName=cardNumber&options-controllerId=__privateStripeController8931&options-referrer=https%3A%2F%2Fdisconnect.me%2Fwelcome-honor-system&options-wait=false&options-rtl=false&options-keyMode=unknown&options-apiKey=pk_J3AuWyw29oLWCSzF4QQ7hPt5nvO6o&element=cardNumber,43,"no-cache, no-store, private, must-revalidate, max-age=0, max-stale=0, post-check=0, pre-check=0; Expires: 0",image/gif,chrome:16940,,,
83,200,HTTPS,q.stripe.com,/?event=elements.event.load&event_count=7&timestamp=1609949700537&version=1fa402ea&key=pk_J3AuWyw29oLWCSzF4QQ7hPt5nvO6o&referrer=https%3A%2F%2Fdisconnect.me%2Fwelcome-honor-system&stripe_js_id=5fe2f27d-1fa3-436b-993a-bd464f76cb04&controller_load_time=1609949700228&wrapper=react-stripe-elements&es_module=false&flag_cl=false&flag_clc=false&flag_cm=false&flag_pc=false&frame_width=1920&element=cardNumber,43,"no-cache, no-store, private, must-revalidate, max-age=0, max-stale=0, post-check=0, pre-check=0; Expires: 0",image/gif,chrome:16940,,,
