#,Result,Protocol,Host,URL,Body,Caching,Content-Type,Process,Comments,Custom,Privacy Info
19,200,HTTP,detectportal.firefox.com,/success.txt,8,"public, must-revalidate, max-age=0, s-maxage=86400",text/plain,firefox:7972,,,
21,200,HTTP,detectportal.firefox.com,/success.txt?ipv4,8,"public, must-revalidate, max-age=0, s-maxage=86400",text/plain,firefox:7972,,,
22,200,HTTP,detectportal.firefox.com,/success.txt?ipv6,8,"public, must-revalidate, max-age=0, s-maxage=86400",text/plain,firefox:7972,,,
23,200,HTTP,detectportal.firefox.com,/success.txt,8,"public, must-revalidate, max-age=0, s-maxage=86400",text/plain,firefox:7972,,,
24,200,HTTP,detectportal.firefox.com,/success.txt?ipv4,8,"public, must-revalidate, max-age=0, s-maxage=86400",text/plain,firefox:7972,,,
25,200,HTTP,detectportal.firefox.com,/success.txt?ipv6,8,"public, must-revalidate, max-age=0, s-maxage=86400",text/plain,firefox:7972,,,
28,200,HTTP,detectportal.firefox.com,/success.txt,8,"public, must-revalidate, max-age=0, s-maxage=86400",text/plain,firefox:7972,,,
29,200,HTTP,detectportal.firefox.com,/success.txt?ipv4,8,"public, must-revalidate, max-age=0, s-maxage=86400",text/plain,firefox:7972,,,
30,200,HTTP,detectportal.firefox.com,/success.txt?ipv6,8,"public, must-revalidate, max-age=0, s-maxage=86400",text/plain,firefox:7972,,,
31,200,HTTP,detectportal.firefox.com,/success.txt,8,"public, must-revalidate, max-age=0, s-maxage=86400",text/plain,firefox:7972,,,
32,200,HTTP,detectportal.firefox.com,/success.txt?ipv4,8,"public, must-revalidate, max-age=0, s-maxage=86400",text/plain,firefox:7972,,,
33,200,HTTP,detectportal.firefox.com,/success.txt?ipv6,8,"public, must-revalidate, max-age=0, s-maxage=86400",text/plain,firefox:7972,,,
35,200,HTTPS,firefox.settings.services.mozilla.com,/v1/buckets/monitor/collections/changes/records?collection=message-groups&bucket=main,179,"max-age=60; Expires: Wed, 06 Jan 2021 19:51:18 GMT",application/json,firefox:7972,,,
